,品名,规格,市场,价格,趋势,周涨跌,月涨跌,年涨跌
260, 黄连 , 鸡爪统 重.. ,荷花池,350.00,平,0.00%,0.00%,-5.41%
261, 黄连 , 单支统 重.. ,荷花池,360.00,平,0.00%,0.00%,-7.69%
262, 黄芪 , 指甲片 甘.. ,荷花池,25.00,平,0.00%,0.00%,13.64%
263, 黄芩 , 家种统个 .. ,荷花池,18.00,慢,0.00%,0.00%,-33.33%
264, 火麻仁 , 带壳 较广 ,荷花池,13.00,慢,0.00%,0.00%,0.00%
265, 鸡骨草 , 小叶光杆 .. ,荷花池,19.00,慢,0.00%,0.00%,-24.00%
266, 鸡内金 , 统个 较广 ,荷花池,11.00,平,0.00%,0.00%,0.00%
267, 鸡血藤 , 统片 进口 ,荷花池,10.00,慢,0.00%,0.00%,-9.09%
268, 积雪草 , 统个 较广 ,荷花池,11.00,慢,0.00%,0.00%,-15.38%
269, 急性子 , 统 较广 ,荷花池,29.00,慢,0.00%,0.00%,-44.23%
270, 姜黄 , 统个 四川 ,荷花池,21.00,平,0.00%,0.00%,-16.00%
271, 降香 , 下脚料 越.. ,荷花池,130.00,慢,0.00%,0.00%,8.33%
272, 金果榄 , 统 西南 ,荷花池,155.00,慢,0.00%,0.00%,-32.61%
273, 金荞麦 , 统片 云南 ,荷花池,13.00,慢,0.00%,0.00%,-13.33%
274, 金银花 , 色青花 山.. ,荷花池,105.00,缺,0.00%,0.00%,-17.97%
275, 金樱子 , 统个 江西 ,荷花池,17.00,慢,0.00%,0.00%,-5.56%
276, 荆芥穗 , 统 河北 ,荷花池,46.00,慢,0.00%,0.00%,43.75%
277, 韭菜子 , 统 较广 ,荷花池,66.00,慢,0.00%,0.00%,10.00%
278, 菊花 , 杭菊胎 浙.. ,荷花池,80.00,慢,0.00%,0.00%,-3.61%
279, 香砂 , 统个 西南 ,荷花池,29.00,平,0.00%,0.00%,-3.33%
280, 苦参 , 统片 内蒙 ,荷花池,13.00,慢,0.00%,0.00%,-40.91%
281, 苦参 , 统片 陕西 ,荷花池,12.00,慢,0.00%,0.00%,-45.45%
282, 苦木 , 统片 云南 ,荷花池,3.50,慢,0.00%,0.00%,0.00%
283, 苦杏仁 , 统 甘肃 ,荷花池,24.00,慢,0.00%,0.00%,-7.69%
284, 款冬花 , 统 甘肃 ,荷花池,90.00,平,0.00%,0.00%,-5.26%
285, 薰衣草 , 统 较广 ,荷花池,32.00,平,0.00%,0.00%,0.00%
286, 莱菔子 , 统 较广 ,荷花池,11.00,慢,0.00%,0.00%,-21.43%
287, 老鹳草 , 统 较广 ,荷花池,3.00,平,0.00%,0.00%,0.00%
288, 雷公藤 , 统片 云南 ,荷花池,7.50,平,0.00%,0.00%,0.00%
289, 连翘 , 青翘水煮统.. ,荷花池,42.00,慢,0.00%,0.00%,-20.75%
290, 连翘 , 黄翘净 河.. ,荷花池,45.00,缺,0.00%,0.00%,-10.00%
291, 莲子心 , 统 湖南 ,荷花池,57.00,平,0.00%,0.00%,-28.75%
292, 细辛 , 净根 辽宁 ,荷花池,245.00,慢,0.00%,0.00%,-20.97%
293, 灵香草 , 统货 云南 ,荷花池,38.00,慢,0.00%,0.00%,0.00%
294, 灵芝 , 家种统个 .. ,荷花池,30.00,慢,0.00%,0.00%,0.00%
295, 凌霄花 , 统 江苏 ,荷花池,47.00,平,0.00%,0.00%,0.00%
296, 北刘寄奴 , 统片 较广 ,荷花池,16.00,慢,0.00%,0.00%,0.00%
297, 神曲 , 统货 ,荷花池,12.00,平,0.00%,0.00%,-7.69%
298, 芦根 , 饮片货 河.. ,荷花池,13.00,平,0.00%,0.00%,0.00%
299, 鹿衔草 , 统货 东北 ,荷花池,26.00,平,0.00%,0.00%,0.00%
300, 路路通 , 去刺统 较.. ,荷花池,5.50,慢,0.00%,0.00%,0.00%
301, 罗汉果 , 大个 广西 ,荷花池,0.65,平,0.00%,0.00%,0.00%
302, 络石藤 , 统 较广 ,荷花池,6.00,慢,0.00%,0.00%,0.00%
303, 麻黄 , 统货 内蒙 ,荷花池,16.00,慢,0.00%,0.00%,0.00%
304, 马鞭草 , 统 较广 ,荷花池,8.00,慢,0.00%,0.00%,-11.11%
305, 马勃 , 统个 东北 ,荷花池,70.00,慢,0.00%,0.00%,-6.67%
306, 鹿茸 , 花二杠一等.. ,荷花池,7200.00,慢,0.00%,0.00%,-16.28%
307, 鹿茸 , 马鹿茸一等.. ,荷花池,2500.00,慢,0.00%,0.00%,-10.71%
308, 麦冬 , 统 四川 ,荷花池,115.00,慢,0.00%,-16.67%,-7.26%
309, 麦芽 , 生统 较广 ,荷花池,5.00,慢,0.00%,0.00%,25.00%
310, 猫爪草 , 家统 河南 ,荷花池,43.00,慢,0.00%,0.00%,-95.22%
311, 知母 , 家种统片 .. ,荷花池,13.00,平,0.00%,8.33%,-18.75%
312, 玫瑰花 , 无硫统 山.. ,荷花池,102.00,平,0.00%,0.00%,85.45%
313, 密蒙花 , 好统 四川 ,荷花池,20.00,慢,0.00%,0.00%,-13.04%
314, 牛蒡子 , 统 甘肃 ,荷花池,14.00,慢,0.00%,0.00%,-30.00%
315, 女贞子 , 鸡腰形 西.. ,荷花池,3.00,慢,0.00%,0.00%,0.00%
316, 胖大海 , 长果 进口 ,荷花池,230.00,平,0.00%,0.00%,-4.17%
317, 胖大海 , 圆果 进口 ,荷花池,160.00,慢,0.00%,0.00%,6.67%
318, 佩兰 , 统 较广 ,荷花池,4.50,慢,0.00%,0.00%,-25.00%
319, 枇杷叶 , 青统 较广 ,荷花池,4.80,平,0.00%,0.00%,0.00%
320, 平贝母 , 小粒 吉林 ,荷花池,100.00,慢,0.00%,0.00%,-37.50%
321, 矮地茶 , 统 较广 ,荷花池,8.00,慢,0.00%,0.00%,0.00%
322, 蒲公英 , 野生全草 .. ,荷花池,8.00,慢,0.00%,0.00%,-11.11%
323, 蒲黄 , 细粉 较广 ,荷花池,61.00,慢,0.00%,0.00%,3.39%
324, 蕲蛇 , 净 江西 ,荷花池,1650.00,慢,0.00%,0.00%,-2.94%
325, 千年健 , 统片 进口 ,荷花池,26.00,慢,0.00%,0.00%,-13.33%
326, 牵牛子 , 黑统 较广 ,荷花池,9.50,平,0.00%,0.00%,0.00%
327, 芡实 , 两瓣 广东 ,荷花池,29.00,慢,0.00%,0.00%,-14.71%
328, 茜草 , 统个 较广 ,荷花池,55.00,平,0.00%,0.00%,0.00%
329, 羌活 , 蚕羌 四川 ,荷花池,290.00,慢,0.00%,0.00%,-9.38%
330, 秦艽 , 家种统 云.. ,荷花池,34.00,慢,0.00%,0.00%,-46.03%
331, 青蒿 , 全草 较广 ,荷花池,3.30,慢,0.00%,0.00%,0.00%
332, 青皮 , 四花 较广 ,荷花池,13.00,慢,0.00%,0.00%,-13.33%
333, 北豆根 , 统个 东北 ,荷花池,15.00,慢,0.00%,0.00%,0.00%
334, 忍冬藤 , 统片 较广 ,荷花池,3.50,慢,0.00%,0.00%,0.00%
335, 肉苁蓉 , 软个 新疆 ,荷花池,38.00,慢,0.00%,0.00%,-36.67%
336, 肉苁蓉 , 硬个 新疆 ,荷花池,18.00,慢,0.00%,0.00%,-40.00%
337, 肉豆蔻 , 统 进口 ,荷花池,52.00,慢,0.00%,0.00%,-13.33%
338, 三七 , 20头春七.. ,荷花池,145.00,缺,0.00%,0.00%,-30.95%
339, 三七 , 40头春七.. ,荷花池,135.00,慢,0.00%,0.00%,-10.00%
340, 三七 , 60头春七.. ,荷花池,128.00,平,0.00%,0.00%,-8.57%
341, 三七 , 80头春七.. ,荷花池,120.00,平,0.00%,0.00%,-7.69%
342, 三七 , 120头春.. ,荷花池,110.00,慢,0.00%,0.00%,-15.38%
343, 桑白皮 , 刮皮统个 .. ,荷花池,32.00,平,0.00%,0.00%,-8.57%
344, 桑螵蛸 , 生大绵 四.. ,荷花池,430.00,慢,0.00%,0.00%,-6.52%
345, 桑叶 , 青统 较广 ,荷花池,6.60,慢,0.00%,0.00%,0.00%
346, 桑枝 , 统片 较广 ,荷花池,4.00,慢,0.00%,0.00%,0.00%
347, 沙苑子 , 统 陕西 ,荷花池,43.00,慢,0.00%,0.00%,-4.44%
348, 砂仁 , 春砂统 云.. ,荷花池,115.00,慢,0.00%,0.00%,-40.41%
349, 砂仁 , 壳砂统 进.. ,荷花池,33.00,慢,0.00%,0.00%,-21.43%
350, 山慈菇 , 统 西南 ,荷花池,300.00,慢,0.00%,0.00%,3.45%
351, 山柰 , 统 广东 ,荷花池,78.00,平,0.00%,0.00%,50.00%
352, 山楂 , 手工统片 .. ,荷花池,12.00,平,0.00%,0.00%,0.00%
353, 栀子 , 统 较广 ,荷花池,18.00,慢,0.00%,0.00%,-66.67%
354, 山茱萸 , 统货 陕西 ,荷花池,53.00,平,0.00%,0.00%,-14.52%
355, 蛇床子 , 统 较广 ,荷花池,15.00,慢,0.00%,0.00%,-44.44%
356, 地黄 , 三四五混级.. ,荷花池,11.00,平,0.00%,10.00%,0.00%
357, 十大功劳叶 , 统 较广 ,荷花池,11.00,平,0.00%,0.00%,0.00%
358, 石菖蒲 , 统个 四川 ,荷花池,68.00,慢,0.00%,0.00%,-5.56%
359, 石斛 , 黄草统条 .. ,荷花池,65.00,慢,0.00%,0.00%,47.73%
360, 石决明 , 大个 福建 ,荷花池,15.00,慢,0.00%,0.00%,0.00%
361, 石韦 , 小叶 较广 ,荷花池,22.00,慢,0.00%,0.00%,29.41%
362, 使君子 , 带壳统 重.. ,荷花池,23.00,慢,0.00%,0.00%,-8.00%
363, 熟地黄 , 三四五混级.. ,荷花池,12.00,慢,0.00%,9.09%,9.09%
364, 水半夏 , 生统 江西 ,荷花池,13.00,慢,0.00%,0.00%,0.00%
365, 雪上一枝蒿 , 统 四川 ,荷花池,85.00,慢,0.00%,0.00%,-15.00%
366, 水蛭 , 清水统 较.. ,荷花池,540.00,慢,0.00%,0.00%,-28.95%
367, 丝瓜络 , 丝 较广 ,荷花池,42.00,慢,0.00%,0.00%,-6.67%
368, 紫苏子 , 统 河南 ,荷花池,17.00,慢,0.00%,0.00%,0.00%
369, 酸枣仁 , 98货 山.. ,荷花池,420.00,平,0.00%,0.00%,-22.22%
370, 酸枣仁 , 统 进口 ,荷花池,51.00,慢,0.00%,0.00%,-43.33%
371, 锁阳 , 统个 较广 ,荷花池,47.00,慢,0.00%,0.00%,-55.24%
372, 太子参 , 统 贵州 ,荷花池,40.00,平,0.00%,-9.09%,8.11%
373, 桃仁 , 家统 较广 ,荷花池,43.00,平,0.00%,0.00%,0.00%
374, 天冬 , 家统个 广.. ,荷花池,47.00,慢,0.00%,0.00%,-25.40%
375, 天葵子 , 统 较广 ,荷花池,85.00,慢,0.00%,0.00%,-21.30%
376, 天麻 , 家混等 较.. ,荷花池,150.00,慢,0.00%,0.00%,-6.25%
377, 天南星 , 大粒 河北 ,荷花池,30.00,慢,0.00%,0.00%,-30.23%
378, 田基黄 , 统 较广 ,荷花池,21.00,慢,0.00%,0.00%,0.00%
379, 三七花 , 两年花蕾 .. ,荷花池,210.00,慢,0.00%,0.00%,-8.70%
380, 葶苈子 , 净统 较广 ,荷花池,11.00,慢,0.00%,0.00%,-26.67%
381, 土贝母 , 统 较广 ,荷花池,22.00,慢,0.00%,0.00%,-21.43%
382, 土鳖虫 , 统货 较广 ,荷花池,36.00,慢,0.00%,0.00%,-16.28%
383, 土茯苓 , 粉质片 较.. ,荷花池,33.00,慢,0.00%,0.00%,-2.94%
384, 土荆皮 , 统 较广 ,荷花池,57.00,慢,0.00%,0.00%,-5.00%
385, 龙骨 , 土龙骨 较.. ,荷花池,200.00,慢,0.00%,0.00%,-9.09%
386, 菟丝子 , 水洗 宁夏 ,荷花池,17.00,慢,0.00%,0.00%,-37.04%
387, 王不留行 , 统 河南 ,荷花池,6.00,慢,0.00%,0.00%,-33.33%
388, 乌梅 , 烟熏统个 .. ,荷花池,15.00,慢,0.00%,0.00%,-6.25%
389, 乌梢蛇 , 全开货 四.. ,荷花池,550.00,慢,0.00%,0.00%,-12.70%
390, 乌药 , 统片 较广 ,荷花池,18.00,慢,0.00%,0.00%,5.88%
391, 吴茱萸 , 中花统 江.. ,荷花池,26.00,慢,0.00%,0.00%,-38.10%
392, 蜈蚣 , 15公分 .. ,荷花池,3.10,慢,0.00%,0.00%,-11.43%
393, 西红花 , 一级 进口 ,荷花池,10000.00,慢,0.00%,0.00%,7.53%
394, 西青果 , 统 进口 ,荷花池,26.00,平,0.00%,0.00%,0.00%
395, 西洋参 , 大片 ,荷花池,580.00,平,0.00%,0.00%,-3.33%
396, 夏枯草 , 家种 统球 ,荷花池,17.00,慢,0.00%,0.00%,-10.53%
397, 夏天无 , 野统 江西 ,荷花池,53.00,慢,0.00%,0.00%,-41.11%
398, 仙鹤草 , 统 较广 ,荷花池,6.00,慢,0.00%,0.00%,0.00%
399, 仙茅 , 统个 四川 ,荷花池,118.00,慢,0.00%,0.00%,-18.62%
400, 香附 , 光统 广东 ,荷花池,6.50,慢,0.00%,0.00%,-27.78%
401, 香排草 , 统 福建 ,荷花池,18.00,慢,0.00%,0.00%,0.00%
402, 香薷 , 好统 较广 ,荷花池,7.00,慢,0.00%,0.00%,0.00%
403, 小茴香 , 统 西北 ,荷花池,13.00,慢,0.00%,0.00%,8.33%
404, 薤白 , 统 西北 ,荷花池,49.00,平,0.00%,0.00%,-5.77%
405, 辛夷 , 有梗小花 .. ,荷花池,95.00,平,0.00%,0.00%,0.00%
406, 徐长卿 , 净根 山东 ,荷花池,30.00,慢,0.00%,0.00%,0.00%
407, 续断 , 统个 西南 ,荷花池,13.00,慢,0.00%,0.00%,-23.53%
408, 玄参 , 统 湖北 ,荷花池,9.00,慢,0.00%,0.00%,-35.71%
409, 旋覆花 , 统 较广 ,荷花池,40.00,慢,0.00%,0.00%,-4.76%
410, 雪莲花 , 整朵 新疆 ,荷花池,13.00,慢,0.00%,0.00%,-13.33%
411, 鸦胆子 , 统 较广 ,荷花池,20.00,慢,0.00%,0.00%,0.00%
412, 野菊花 , 统货 较广 ,荷花池,36.00,慢,0.00%,0.00%,-18.18%
413, 首乌藤 , 统 贵州 ,荷花池,13.00,慢,0.00%,0.00%,0.00%
414, 益母草 , 统 较广 ,荷花池,4.30,慢,0.00%,0.00%,0.00%
415, 益智 , 统 海南 ,荷花池,90.00,慢,0.00%,0.00%,5.88%
416, 薏苡仁 , 统 贵州 ,荷花池,11.00,平,0.00%,0.00%,-8.33%
417, 薏苡仁 , 统 进口 ,荷花池,9.00,平,0.00%,0.00%,0.00%
418, 茵陈 , 统 甘肃 ,荷花池,10.00,慢,0.00%,0.00%,-16.67%
419, 淫羊藿 , 好货 甘肃 ,荷花池,150.00,慢,0.00%,0.00%,-3.23%
420, 银柴胡 , 统个 甘肃 ,荷花池,110.00,慢,0.00%,0.00%,-8.33%
421, 银杏叶 , 统 较广 ,荷花池,8.00,缺,0.00%,0.00%,0.00%
422, 鱼腥草 , 家统 较广 ,荷花池,4.50,慢,0.00%,0.00%,-25.00%
423, 玉竹 , 统片 湖南 ,荷花池,65.00,慢,0.00%,0.00%,-4.41%
424, 郁金 , 统个 广西 ,荷花池,17.00,慢,0.00%,0.00%,6.25%
425, 郁李仁 , 统 内蒙 ,荷花池,80.00,慢,0.00%,0.00%,-6.98%
426, 延胡索 , 统个 陕西 ,荷花池,83.00,慢,0.00%,3.75%,-24.55%
427, 远志 , 筒好货 山.. ,荷花池,230.00,慢,0.00%,0.00%,-6.12%
428, 远志 , 筒统货 山.. ,荷花池,210.00,慢,0.00%,0.00%,-6.67%
429, 木香 , 统个 较广 ,荷花池,17.00,慢,0.00%,0.00%,-29.17%
430, 皂角刺 , 小 家种 ,荷花池,28.00,慢,0.00%,0.00%,3.70%
431, 大皂角 , 好货 河南 ,荷花池,8.00,慢,0.00%,0.00%,0.00%
432, 泽兰 , 统 河南 ,荷花池,5.00,慢,0.00%,0.00%,-16.67%
433, 泽泻 , 统个 四川 ,荷花池,13.00,慢,0.00%,0.00%,0.00%
434, 苦丁茶 , 统叶 四川 ,荷花池,16.00,慢,0.00%,0.00%,0.00%
435, 浙贝母 , 统个 浙江 ,荷花池,90.00,平,0.00%,0.00%,-43.75%
436, 枳壳 , 统 江西 ,荷花池,13.00,慢,0.00%,0.00%,-18.75%
437, 南五味子 , 统 河南 ,荷花池,35.00,慢,0.00%,0.00%,-22.22%
438, 重楼 , 统个 西南 ,荷花池,62.00,慢,0.00%,0.00%,-50.40%
439, 猪苓 , 统个 家种 ,荷花池,110.00,慢,0.00%,0.00%,-15.38%
440, 孜然 , 统 甘肃 ,荷花池,19.00,慢,0.00%,0.00%,-29.63%
441, 紫草 , 软统 新疆 ,荷花池,520.00,慢,0.00%,0.00%,-10.34%
442, 紫菀 , 统个 安徽 ,荷花池,11.00,慢,0.00%,0.00%,-15.38%
443, 五味子 , 统 辽宁 ,荷花池,33.00,慢,0.00%,0.00%,-34.00%
444, 三棱 , 统片 浙江 ,荷花池,15.00,慢,0.00%,0.00%,-16.67%
445, 五倍子 , 花倍 较广 ,荷花池,55.00,慢,0.00%,0.00%,30.95%
446, 乳香 , 统货 进口 ,荷花池,38.00,平,0.00%,0.00%,0.00%
447, 香加皮 , 统 较广 ,荷花池,16.00,慢,0.00%,0.00%,0.00%
448, 败酱 , 南统 较广 ,荷花池,6.50,平,0.00%,0.00%,0.00%
449, 海金沙 , 净统 川渝 ,荷花池,95.00,慢,0.00%,0.00%,-36.67%
450, 贯叶连翘 , 统 陕西 ,荷花池,16.00,平,0.00%,0.00%,0.00%
451, 合欢花 , 统 较广 ,荷花池,34.00,慢,0.00%,0.00%,-38.18%
452, 川木通 , 统 四川 ,荷花池,11.00,平,0.00%,0.00%,0.00%
453, 川明参 , 统个 四川 ,荷花池,28.00,慢,0.00%,0.00%,-15.15%
454, 僵蚕 , 统 较广 ,荷花池,125.00,慢,0.00%,0.00%,-18.30%
455, 九节菖蒲 , 统 陕西 ,荷花池,260.00,慢,0.00%,0.00%,-1.89%
456, 全蝎 , 清水 洛阳 ,荷花池,1400.00,慢,0.00%,0.00%,-15.15%
457, 山银花 , 色青花 湖.. ,荷花池,53.00,平,0.00%,0.00%,6.00%
458, 粉葛 , 无硫统丁 .. ,荷花池,11.00,慢,0.00%,0.00%,0.00%
459, 马齿苋 , 统 较广 ,荷花池,6.00,慢,0.00%,0.00%,0.00%
460, 骨碎补 , 统 西南 ,荷花池,48.00,慢,0.00%,0.00%,-17.24%
461, 两头尖 , 统 东北 ,荷花池,70.00,慢,0.00%,0.00%,-6.67%
462, 片姜黄 , 统 福建 ,荷花池,18.00,慢,0.00%,0.00%,0.00%
463, 独一味 , 叶 青海 ,荷花池,27.00,平,0.00%,0.00%,0.00%
464, 桂花 , 统 较广 ,荷花池,130.00,平,0.00%,0.00%,-13.33%
465, 车前草 , 全草 较广 ,荷花池,11.00,平,0.00%,0.00%,69.23%
466, 瞿麦 , 统 较广 ,荷花池,5.50,慢,0.00%,0.00%,-15.38%
467, 三叶青 , 统 较广 ,荷花池,72.00,慢,0.00%,0.00%,-34.55%
468, 水泽兰 , 统杆 四川 ,荷花池,13.00,慢,0.00%,0.00%,0.00%
469, 雷丸 , 统个 云南 ,荷花池,170.00,慢,0.00%,0.00%,0.00%
470, 水牛角 , 丝 广西 ,荷花池,55.00,慢,0.00%,0.00%,0.00%
471, 溪黄草 , 统 两广 ,荷花池,6.00,慢,0.00%,0.00%,0.00%
472, 胡椒 , 统黑椒 进.. ,亳州,43.00,平,-2.27%,-4.44%,-12.24%
473, 钩藤 , 含钩80%.. ,安国,63.00,平,-3.08%,-3.08%,-16.00%
474, 平贝母 , 大粒 吉林 ,亳州,63.00,平,-3.08%,-3.08%,-33.68%
475, 香砂 , 统个 西南 ,亳州,28.00,平,-3.45%,-3.45%,3.70%
476, 前胡 , 家种统片 .. ,玉林,28.00,平,-3.45%,-3.45%,-30.00%
477, 天麻 , 统片 较广 ,安国,130.00,平,-3.70%,-3.70%,-23.53%
478, 八角茴香 , 春果 广西 ,玉林,26.00,平,-3.70%,-10.34%,4.00%
479, 蔓荆子 , 统 广西 ,玉林,48.00,平,-4.00%,-4.00%,-31.43%
480, 草果 , 统货 云南 ,荷花池,45.00,慢,-4.26%,-4.26%,-4.26%
481, 麦冬 , 统 湖北 ,玉林,67.00,平,-4.29%,-39.09%,-33.00%
482, 孜然 , 统 甘肃 ,亳州,21.00,平,-4.55%,-8.70%,-16.00%
483, 酸枣仁 , 95货 山.. ,亳州,400.00,平,-4.76%,-4.76%,-20.00%
484, 益智 , 统 海南 ,亳州,93.00,平,-5.10%,-7.00%,9.41%
485, 益智 , 统 海南 ,安国,93.00,平,-5.10%,-7.00%,9.41%
486, 麦冬 , 统 四川 ,玉林,85.00,平,-5.56%,-39.29%,-34.62%
487, 柴胡 , 统根 山西 ,玉林,85.00,快,-5.56%,-5.56%,-10.53%
488, 赤芍 , 野生 教广 ,荷花池,49.00,慢,-5.77%,-5.77%,-10.91%
489, 楮实子 , 色选 较广 ,安国,16.00,平,-5.88%,-5.88%,-30.43%
490, 麦冬 , 统 四川 ,安国,75.00,平,-6.25%,-40.00%,-41.41%
491, 九香虫 , 统 贵州 ,玉林,1500.00,平,-6.25%,-6.25%,-28.57%
492, 蛇床子 , 统 较广 ,亳州,15.00,平,-6.25%,-6.25%,-42.31%
493, 白芍 , 一二级 安.. ,亳州,75.00,平,-6.25%,-6.25%,0.00%
494, 补骨脂 , 统 进口 ,荷花池,14.00,慢,-6.67%,-6.67%,-17.65%
495, 鸡屎藤 , 药厂货 较.. ,玉林,7.00,平,-6.67%,-6.67%,-6.67%
496, 垂盆草 , 统 较广 ,安国,14.00,平,-6.67%,-6.67%,-6.67%
497, 孜然 , 统 进口 ,亳州,19.50,平,-7.14%,-11.36%,-15.22%
498, 麦冬 , 统 湖北 ,亳州,60.00,平,-7.69%,-40.00%,-33.33%
499, 补骨脂 , 统 进口 ,亳州,12.00,平,-7.69%,-7.69%,-33.33%
500, 酸枣仁 , 98货 河.. ,安国,420.00,平,-8.70%,-6.67%,-16.00%
501, 白芍 , 三四级 安.. ,亳州,45.00,平,-10.00%,-10.00%,-6.25%
502, 白芍 , 尾芍 安徽 ,亳州,18.00,平,-10.00%,-10.00%,-35.71%
503, 白茅根 , 统货 较广 ,玉林,9.00,平,-10.00%,-10.00%,-30.77%
504, 麦冬 , 统 四川 ,亳州,75.00,平,-11.76%,-46.43%,-44.44%
505, 姜黄 , 统个 四川 ,亳州,20.00,平,-13.04%,-13.04%,-13.04%
506, 金线莲 , 全棵 家种 ,安国,390.00,平,-13.33%,-13.33%,-56.67%
507, 蔓荆子 , 统 江西 ,玉林,65.00,平,-13.33%,-13.33%,-38.10%
508, 穿山龙 , 统个 东北 ,亳州,12.00,平,-14.29%,-14.29%,-14.29%
509, 大黄 , 家种马蹄 .. ,荷花池,20.00,慢,-16.67%,-16.67%,-28.57%
510, 白术 , 统片 安徽 ,荷花池,23.00,平,-17.86%,-17.86%,-73.86%
511, 通城虎 , 统 广西 ,玉林,310.00,平,-18.42%,-18.42%,-18.42%
512, 茜草 , 统个 较广 ,亳州,40.00,平,-20.00%,-20.00%,-33.33%
